purchase_id,user_id,item,amount,timestamp
b62a7941-59dc-4e0f-b168-5db847d28391,dd9d2e4d-483e-4d69-9c7a-bd161c153057,Loot Box,48.93,2025-06-12 08:44:02
0c2ca7fa-e525-4eaf-91e1-17993f39562d,88e44a48-c570-4e30-817b-6634a3ec152c,Boost,9.93,2025-03-12 14:02:52
a911fd6d-0d58-4ee2-8023-1f700a77b5cc,420fbeef-9def-4ab9-a54c-a6cadc70ce22,Loot Box,19.12,2025-10-17 05:37:01
78d8cdd6-490a-486c-b644-29395256f928,16476e3f-1127-4207-8eae-1325ea074d80,Loot Box,37.2,2025-04-19 19:16:27
6e4ff4a4-19cb-44c8-9b45-03bce892464d,caaa5bbe-a4bb-4962-a06e-0e1c8f158449,Loot Box,5.37,2025-03-13 18:50:01
5d13a906-7dc4-412b-b2c5-a2da40944f95,420fbeef-9def-4ab9-a54c-a6cadc70ce22,Loot Box,46.58,2025-05-10 19:44:07
ab402561-18cd-49c9-9c8d-23b44dea5200,74915c14-a30b-469c-9c40-50454a22eae9,Skins,83.03,2025-01-06 07:20:06
dcaa5893-c53d-4af9-8d40-aeb2aed690cc,76f6a778-2246-4ac9-8a7e-ebc2db6f1c33,Gold Pack,15.81,2025-02-20 14:33:33
cf5e7840-bdc5-41bb-9c4e-3b0054ca4adc,17871810-4ce0-4ecb-8fa2-8fb84199322e,Gold Pack,9.4,2025-05-21 08:21:07
87638104-96c2-4045-875f-fb36be30cae9,a35055e4-39c5-4df9-87f2-55d6e7ba26ac,Boost,80.2,2025-08-23 20:20:28
46a47588-a676-4ce1-bcfe-18e95f20ac06,0c74dc0f-5a57-4539-9556-0a2d3713b466,Loot Box,96.13,2025-03-23 13:39:08
e31f2212-1654-483f-a251-0f01959677e9,12b99a50-8cb6-41f0-a509-6396761579e7,Skins,55.25,2025-02-11 07:23:54
9a11ddf4-be1a-45c9-a12a-c11c21677dca,df9b7c1f-eacb-4f6d-b549-c9f9850a48d4,Loot Box,81.2,2025-02-16 17:47:01
e9846baa-f7e4-4c8c-9628-e4290a81870a,4886274c-b9aa-46f5-b82b-ab1159fcfaeb,Loot Box,95.63,2025-09-12 03:01:55
b46499f4-3163-4274-b0c0-41a9d141b9e4,d9f2dd0d-4cc9-45f2-a42e-50374a552ea0,Loot Box,57.13,2025-06-23 02:52:32
f11afc00-132b-4f36-9940-4d24eced9c30,f2a03459-9060-4f62-9d48-a071ab61a7b1,Skins,47.67,2025-08-01 06:29:08
b9b094ac-4d2d-4efd-97c8-294c9e7776ae,b2149062-3e1a-463e-aa18-d32c7a9a8ef5,Gold Pack,39.69,2025-07-04 03:51:01
88973a4a-33b6-46dc-82d0-1c42fd595978,d8b2f8b6-1c65-4aa2-863c-e21d24435958,Gold Pack,50.21,2025-10-07 22:03:30
3113b13a-20b9-4830-8b37-346827571245,4e20fd1a-5983-46e3-b5d6-6ed4eb1fa9f2,Skins,12.79,2025-06-12 10:01:24
e43f05c8-40a5-42f7-b62b-9f628ced48ea,673ba8bd-c38c-4dec-9da3-9a73ba3df7ff,Loot Box,17.94,2025-10-22 21:42:10
8f72d6af-e825-449a-9899-39bada7aee9f,0a8076ec-e558-4e16-bd29-ede9cab4923b,Skins,96.27,2025-05-15 21:26:20
a13ecf15-72cf-4b0e-9db2-f6cee5190530,61ee6c5b-deef-480f-9c07-a75114374509,Skins,13.37,2025-10-06 13:57:42
1155581f-6fa5-403f-a92d-69611e0fd29b,2387eaf6-d4c3-4832-b231-c60b78f2ce6b,Loot Box,8.68,2025-07-07 12:12:51
f3d36295-ee6b-4b89-8615-50f66b43db40,186b2880-ab54-4a15-a69d-01ff1634725b,Loot Box,20.79,2025-07-15 16:24:12
99622263-2abc-42b1-8599-97f6ca77736e,7317591a-3283-4aa4-a212-ab7c9d361cb6,Skins,82.74,2025-04-17 11:15:01
4a26eb59-2101-4598-b7ad-3965b25b56dc,2a79ea68-0f44-404f-9247-ea4e246998e8,Boost,32.34,2025-01-18 15:34:48
cb5d2aff-0f90-47d5-90f0-d47cf4af8005,2d54ff2b-10ee-4f77-b45e-2eafc1fda581,Gold Pack,9.53,2025-09-27 10:42:56
65c227c0-d085-449d-bd9f-82d730b05a0b,e3b56360-6fdc-4bad-9e36-8127cca1b45c,Loot Box,55.1,2025-07-12 05:58:32
8373edf3-dec9-4438-884f-f1a7af481fc0,18c180d2-aadf-4692-b24b-eb96c0927b74,Boost,51.93,2025-01-30 02:54:56
82601132-c02f-424f-b010-0d7e2a5f66e4,795741bb-07e3-439a-a925-2745d2769c96,Gold Pack,78.08,2025-05-30 04:32:29
669e098d-63e7-4896-8784-ef4b8fffe845,6c006f61-23e2-4cb4-b2d8-567d894a05e4,Loot Box,12.03,2025-08-24 19:41:07
00ebf725-2f1e-48dc-b4f9-02b74580a4ae,4236c0bf-e936-4a85-ba46-fbe3d255a4de,Skins,15.52,2025-03-04 03:20:11
b25c5b50-9794-4389-b7c2-3f279267e7e6,effad15b-bea6-450f-8acc-b23cba6dbed8,Gold Pack,91.64,2025-01-04 10:35:36
834693d1-ca67-4562-adba-84d1e1104d91,c8d0f9e5-9919-45ea-98d0-0c2c17d30f32,Gold Pack,78.0,2025-06-26 21:01:03
866b329a-b877-4049-b52f-5e0d80fa3363,27f6a2ac-5b0c-4170-b5da-cbbe09a9161a,Boost,87.03,2025-04-11 12:30:48
4bde7d88-3867-462d-9a3b-ce8e4dac49f6,4c7d9313-a6c6-41b0-a472-9be5f3c2944a,Boost,38.54,2025-10-03 01:24:44
2bcdce43-1e7d-4f7b-8d59-c34d44bd604f,5df06e8c-878a-4ed9-a33f-fc8292ec89af,Loot Box,57.06,2025-03-28 23:10:25
4ab63e0f-3cfb-4642-8897-c4970bad4234,085b15fb-4a8f-4810-b84c-2f29980402a2,Loot Box,4.67,2025-01-16 04:21:05
e233c597-f129-4d2f-a5ec-77e4a3bdd4d6,adcc3daf-569f-4ab3-8643-530068a51c68,Boost,40.49,2025-04-18 20:52:41
df96048a-453b-47f5-a20a-69d3ed601f49,9cd8758b-a5a1-4825-aa95-28c35ae1dbad,Loot Box,4.8,2025-11-04 01:07:29
3fbefe33-fae2-44a8-a475-2fa70d3069bf,236e1608-9acb-494a-8d1f-5318331f63fb,Boost,68.67,2025-11-16 18:44:23
005bbf73-1dbe-4a3c-88db-369235c0c003,d47d577b-fa5a-41ca-859d-d55d4b943e30,Gold Pack,74.08,2025-09-09 21:48:51
f8e351ea-9aeb-4c3e-a1f7-815758f34359,e8af301f-4f45-46f7-88a6-13b4a3b81f92,Boost,88.91,2025-05-24 08:21:21
b4992393-f249-4816-954f-9eb453167cb5,6c9f82b9-f647-4986-a391-7c994c955f6a,Gold Pack,34.11,2025-08-02 07:36:53
688928ad-2234-4eac-b8da-35594398018f,89e2df24-e42c-4aea-a3d7-263dd391d017,Boost,31.47,2025-08-26 11:25:32
0ea8d0ee-fc3a-456a-931b-49d84b7e42df,4c36a70c-3f5e-4b8c-8058-2da5a757075b,Loot Box,85.11,2025-09-01 02:19:34
5b00f1a0-d2ed-4196-82aa-1c76d0e04655,bf7b539b-0f9a-4a4b-8acd-4e10bc594585,Gold Pack,96.3,2025-03-27 03:50:02
2d3e854b-4799-404b-b719-25aebb0084fa,42d943ee-5197-4e75-8523-d4fd4b7f2183,Skins,14.17,2025-04-10 09:58:25
a845f723-8992-4e2d-8400-e249f8bb1616,11906f50-3488-4a46-9088-2eafc9776598,Loot Box,76.86,2025-10-30 05:13:08
1b3fd4b0-9550-4b75-87cf-b659f0636972,142c3fe8-60e7-4113-ac1b-8ca1f91e1d4c,Boost,27.4,2025-10-08 15:08:26
f216880d-61c9-415e-b028-5484beeac4d3,659e0258-814f-4657-b6d7-0561d2d14ef5,Loot Box,60.29,2025-09-11 22:05:17
a261d918-a050-45fa-9eba-029741e15f65,c66dceb3-4494-4e09-9d3c-a5a4929d6377,Gold Pack,19.42,2025-08-23 16:52:22
71330766-d11c-4313-b4c6-d6208d0653e2,00257ad1-eb22-43dd-87c5-421eec24a3c5,Skins,90.52,2025-03-27 16:30:17
94e7eb2a-3434-42ef-84cf-a6ba5302e6e2,5e9953d2-3e89-4c64-a117-dac3119c4ea3,Loot Box,73.61,2025-09-02 14:10:03
653d171f-c0bd-4748-9bb4-64a3cec79642,f0938776-d116-4014-a585-08286f6bbdf3,Boost,81.46,2025-03-02 10:41:01
b9ede33f-bad4-43e0-bb52-35257230b85b,5bb5c40c-03cd-42e3-a1bd-db4106998731,Skins,7.43,2025-06-18 12:16:27
7aa03208-e6f4-4dcf-a5f9-3ab95e5f310c,36fea0b4-38cd-4122-bc01-45e14ce2afa2,Loot Box,14.29,2025-02-06 09:15:50
2f5dff13-759a-4725-ae77-abe37ef74fdb,a35055e4-39c5-4df9-87f2-55d6e7ba26ac,Gold Pack,18.03,2025-11-13 17:55:27
91d51b06-3059-4fbc-ad15-94cbdcc31cb2,fd9cfbb0-d1f1-4485-829a-4a7c4c80d33a,Skins,83.02,2025-07-10 11:57:45
a5c6c5ae-2e2f-4127-babf-3375f17fb786,d5aba8ae-9112-4bc0-bd8f-95f4905f9096,Skins,4.24,2025-04-20 12:50:34
e29ff19c-29b5-4942-8f66-a91405635b30,1f878b32-2b42-4596-812f-aa3896f61c09,Gold Pack,90.97,2025-03-11 00:36:12
9b9a3a55-aff7-45a0-a4ea-1dd3d147a0bf,d1403430-567e-442e-852d-fb9a5f584603,Skins,27.85,2025-03-14 22:52:13
6d283989-1271-4873-a4bd-e1a811c7bec9,7b5a611a-f1b6-4afe-931e-df1ae9ff1cae,Loot Box,50.5,2025-04-06 05:55:53
f86b2e95-a526-40b3-a8bc-d007747c7690,8989c5ab-fe2b-44d8-adb0-728d1e5ebe54,Gold Pack,67.76,2025-06-06 07:36:43
232585b4-86da-4596-b96c-2da019a8ec19,22538040-7a02-4a6d-87a2-b171b02a06ee,Skins,37.5,2025-10-10 05:56:14
9a7171aa-0304-42b3-8ed8-9c97c01d1c62,d0c59550-f69a-4539-98f4-2098591cc524,Loot Box,18.4,2025-02-08 17:33:01
1c2b498f-054d-4360-a24d-347360bc6cbc,e959137f-795e-4f2b-8247-2360aea4a441,Loot Box,58.51,2025-11-18 00:07:06
a4fcc79c-d49c-4547-8371-2e42037825da,ab102c9b-d168-4e09-b1f7-d90413075157,Boost,34.74,2025-01-17 23:41:12
15668483-c526-4dc8-bf93-672421d67c73,d9f2dd0d-4cc9-45f2-a42e-50374a552ea0,Boost,74.4,2025-04-14 22:44:21
9981d28f-a09c-4325-b047-fbeb2483c458,4282b6e4-6986-405a-9da3-f9cf4ed0730d,Gold Pack,28.94,2025-01-06 05:48:00
f5266edf-0267-4983-b763-6b4dcadac122,0af57e60-3be8-45df-9e93-4de043ace875,Loot Box,5.87,2025-11-04 10:48:45
d1792ee0-bc73-4d47-8ad8-c5681b390777,0e500785-bcaf-4931-aad1-8464ca8e858c,Skins,85.0,2025-05-12 10:01:21
33cb59ef-15c0-4765-b51b-d20fda4bdf2d,82221ad3-eca3-41d4-bba1-6dd795ca788d,Skins,67.41,2025-02-24 01:43:06
e473b0b0-9017-44a8-8279-d9137afd2923,55c34853-0783-443c-a65f-ad87c57c7498,Boost,64.86,2025-06-22 13:25:13
54edfb70-4eb0-4866-a9c3-d598d0c24f21,3f5cf2f3-3acb-43a3-92c7-bffb6118433b,Gold Pack,85.73,2025-07-05 23:44:58
8b248c7e-0e4d-4b72-be6a-41f1278e2f60,de4379cb-d823-4076-8d6b-b03beb3537a0,Gold Pack,47.46,2025-09-26 18:17:29
1f81e097-8b2a-4730-a0a2-e9bd447809c0,62c965b2-7eb0-462a-bd45-74ebf4655a21,Skins,64.44,2025-01-09 05:40:19
8b6daa25-1a52-4aa2-8b66-0bcdd32e4757,fe2bd987-5fdc-4bbf-ab9c-d71cf6ba745b,Gold Pack,22.93,2025-04-26 05:48:11
d623c671-e2ee-464b-82f4-71961a41c57f,fd372539-65f2-42f9-83f0-2dc74f612217,Boost,70.85,2025-06-11 06:44:01
396c8f79-e983-462e-804f-5362244f4ce3,98611260-1869-4755-a85c-1ec9d1cbc092,Boost,42.53,2025-01-10 07:42:15
25ba7795-62a8-46d7-ad58-bf633a0761d9,e27718c5-737d-4fb6-9113-76e038d77b9a,Loot Box,84.46,2025-05-18 05:05:13
ebf3ef99-39d3-4f2b-896e-c0c9a7c5f960,8a6342ca-56b7-479e-a46a-0b429cfecbd8,Loot Box,25.7,2025-09-23 19:13:59
b7007ce3-e25c-4f9c-afcf-ea4d627e91e1,76f6a778-2246-4ac9-8a7e-ebc2db6f1c33,Loot Box,30.61,2025-11-16 12:54:38
2b6838e3-7de7-441a-9cc6-d08ae6d037c6,70c2903f-7a8d-43aa-b82a-65e048ca7651,Loot Box,58.28,2025-02-12 18:32:19
f4b28643-f4da-4cc8-9a0b-6310397a4dc8,ec856f37-3bc1-4987-aff8-754d1238d630,Gold Pack,51.13,2025-04-20 10:41:57
556efce4-9d9e-4da2-9387-bcda5b7887ed,f168c605-ce1a-4669-9bbc-6cbc409ca8f2,Boost,56.02,2025-02-15 23:06:39
eb7cd628-ecb9-48f7-ac5e-ac705c494d63,d47d577b-fa5a-41ca-859d-d55d4b943e30,Boost,30.25,2025-02-02 22:26:00
26aeaf29-9ac0-4e26-8b18-c73ce545281b,b5d9ad36-5287-464d-a30a-6658b1be6df2,Gold Pack,48.21,2025-03-11 03:42:43
99802368-55b8-4720-87cd-94446dba9754,6adfd568-b5ca-4993-aaca-d101f1530f68,Boost,97.86,2025-03-12 10:26:55
e4a35a10-2674-41ff-acdc-d3beadef5777,de3790fb-9db9-4eee-9a3c-213173dd3bc6,Boost,85.43,2025-09-17 03:26:19
d14bc771-9ff0-487a-8d33-4878afe9c3dc,f910abb3-f105-4252-b990-e2c94c6a70f4,Boost,65.3,2025-04-22 11:05:08
45665e79-1a9a-4b54-a01a-5b5e592fcdc6,a3871e92-1362-4119-afa9-a0a3a9151364,Boost,19.46,2025-07-13 21:21:16
43f15176-eed1-4809-9e7e-2813a9673fe1,b7e58481-31c6-41ec-935f-2b0aa1384ddc,Skins,89.17,2025-11-11 20:27:09
138cf37a-cc76-464a-b618-31c5e830257d,2dcafc82-0660-43e9-b36d-417c52ce55e3,Loot Box,65.73,2025-11-03 08:40:19
fa61726a-eedf-4f78-9c99-4976008ec990,e5a1c6e4-e188-4146-bc40-a3d4e5eb4549,Skins,71.69,2025-02-27 17:27:09
51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,4ef03f80-1d91-4e39-9801-4004793bed1b,Loot Box,98.75,2025-02-27 09:24:40
cbfe68f0-b8a9-4704-b25a-a10d63fe557c,1d39e9c2-1758-4f23-9fa0-9802bbb71494,Boost,89.88,2025-11-02 01:49:12
113b776e-d08c-431e-ba7a-852ef9f15e65,2fe5b140-23ea-4956-89f1-137d7d592e19,Loot Box,39.05,2025-02-13 22:45:54
ba098484-f5a7-420d-ad6d-91e193ed82c5,f0eebcce-8d93-414a-9b16-71583a67470c,Gold Pack,58.14,2025-04-19 03:35:08
fea95b73-52b3-40d1-9727-89242508f357,4e20fd1a-5983-46e3-b5d6-6ed4eb1fa9f2,Skins,34.63,2025-02-19 12:43:09
5a449143-6290-4017-847d-336f2e8f2f7f,50a46c85-d9d5-4b02-82d0-4d554aab47b2,Skins,68.26,2025-05-05 00:14:19
b184071c-7b35-49f9-ac80-423a7e8450d7,639d8fe7-790b-485c-b55c-ca9cfb6bf1dc,Loot Box,89.84,2025-06-10 18:14:27
555df8c6-a2f8-4dea-8b22-eb8d9a0bd63d,0b3d0c36-17d0-4810-87a2-a10bb62edb49,Boost,50.72,2025-02-23 16:18:56
ebee4c80-a769-4b2d-b1ab-f7a0cd591b8c,0a8076ec-e558-4e16-bd29-ede9cab4923b,Skins,83.38,2025-04-06 12:01:47
7f421889-8ca1-4f75-ab2d-470a62186d10,2c2ac34b-9e0b-4b01-b536-59efd873dad9,Skins,29.79,2025-07-29 05:29:17
894539ec-8850-4e9d-be1b-203488a5316f,504d281f-c953-4b63-ba81-edd9587ef344,Loot Box,13.54,2025-11-16 00:02:31
94ba0d7c-1567-488e-a276-ee873ae8c8f8,0c8e29e3-f93e-48d5-bea2-9dfec73f6e1b,Boost,72.07,2025-10-05 15:32:49
c6cec51b-93ef-45c4-86e5-edf46bfdc189,22f3f068-7c0f-449d-8274-0f73f3abea0d,Skins,93.8,2025-09-27 07:52:43
b3fdec76-3826-45ad-bf8f-81eacfb0d68d,b227462c-f53d-4330-8dda-24ba2d06e8cf,Boost,65.13,2025-02-03 21:13:51
340a22d7-00bb-4543-9c98-fd573c359ce2,60e696ff-a757-43f9-a06c-c2f52c816bf0,Skins,35.82,2025-01-07 15:53:34
f5264ea2-7953-4cb7-8ef1-a1145cc624ef,30463008-5fa7-4012-8c57-a27701d909b4,Boost,42.21,2025-02-21 21:10:26
e94f03ec-0f40-46a2-9c33-345debc05f02,18ffd8ad-8e1a-4a51-934b-fa8676812ad7,Boost,37.42,2025-05-16 16:09:18
dde4cd87-d96d-4200-9947-c72a5c613985,a38bbaa4-4fe8-48d8-822c-a6a893daf60d,Boost,46.45,2025-10-30 09:30:53
75dc037d-4b71-481f-a3ac-64e5d1aaab53,18c180d2-aadf-4692-b24b-eb96c0927b74,Gold Pack,47.11,2025-02-25 23:29:03
f8c92b4a-8d2f-4114-9a72-ab37d5d318cf,1e494952-ac5d-4e57-a3b6-64f40452f779,Gold Pack,47.28,2025-06-13 12:43:18
397e8bfb-d3ec-4149-b5f2-e2543e144f6a,3a799efa-04e5-4bd5-a744-acd4cfdfc6f9,Skins,50.05,2025-01-22 16:42:20
f64909e8-1e03-4a65-a346-f26dbf3b1681,4fc77768-5ebb-4ca5-a84b-f9625744f596,Loot Box,52.92,2025-09-28 05:08:47
bbab3b0e-60a1-451d-a4a0-aaadb436e8fb,f6c8b8b9-d915-4664-bd27-4ad5a9a54c24,Loot Box,6.3,2025-01-11 05:34:14
5f26b2a6-6cb9-4655-b704-8d14b2351615,284c03d2-27d4-45b6-8d77-c5a0e222b6a6,Skins,14.46,2025-01-22 00:05:35
94e4339d-a9a9-4ef7-9b23-75d0b38f10f2,e709fba6-329f-4417-9081-3d45ff45f8a2,Skins,34.58,2025-01-29 15:35:20
ded7945e-980b-42cb-9662-48bf7a114e56,287d06ca-6f4c-469a-8b22-d3081c8eaee9,Loot Box,15.04,2025-03-03 10:16:51
242ac30f-5d80-453b-a59a-5d6c07ba408b,363908bf-03ec-48ff-a8b3-d763f4ff3f3a,Skins,77.34,2025-01-31 16:16:15
91b5fcb4-0331-4d0d-93ba-8d243ebb527c,17151c03-eb4f-4638-9190-e515b4209103,Loot Box,33.6,2025-11-13 00:20:19
2eb35f6a-c3f2-4a39-a653-de2b6a9f687a,9008cdc9-9d42-4bae-a134-e15bed56c714,Skins,31.71,2025-07-02 10:31:28
8706f724-bf83-42d4-a3de-67fcbe59d035,dd90e79e-b888-46ed-8d24-4e3ec4dabddb,Gold Pack,1.46,2025-09-29 07:05:15
69598983-785e-42ee-8cac-895cf2e2503a,a42d0cd7-fd35-4f6a-b450-388748d90846,Boost,21.52,2025-10-08 14:43:23
a514b3fc-c809-40b4-b1a8-4189565bb785,b43cde0a-fa9f-410e-92da-f6812b1ac76c,Skins,57.48,2025-09-28 00:10:19
27e83b87-1c7b-48eb-8969-b2a10361b157,5716dc2e-343a-4a2a-b6e5-ae787bf7e1d3,Skins,48.98,2025-01-24 07:14:52
9aab1efb-0838-4528-a477-e25ae19383a9,5059f77b-79ff-49d9-adb1-3debee6ffbea,Gold Pack,13.68,2025-10-19 17:03:58
02c837b6-290c-4e51-80d7-f8052c6fc084,b7e58481-31c6-41ec-935f-2b0aa1384ddc,Loot Box,63.08,2025-06-03 22:37:44
f2bffc3f-ae0e-489b-ac72-6915d52a85c8,01aec505-99a0-4abb-99e9-54331453e17e,Loot Box,43.04,2025-06-26 10:21:01
420fd9a8-d45b-4e9b-b61e-c0ed8ddd2994,4c9e903a-c4bd-438e-97d7-1fc0092cd030,Loot Box,38.57,2025-08-11 04:02:00
3a314e67-b598-4577-8e58-3dde807ab658,3838b326-8e94-4239-b02b-61c4a3d70628,Gold Pack,53.31,2025-06-14 12:53:34
f91e8b9b-4596-4e76-a824-162dee7385d8,703c1286-b717-44cd-a002-91bb44e9f8fb,Boost,94.11,2025-02-05 16:54:37
f37985df-fa59-407b-a0a7-ca57858117a1,f168c605-ce1a-4669-9bbc-6cbc409ca8f2,Boost,75.17,2025-02-18 14:19:38
9e79a6fe-6680-45e3-b63c-bc32be3e1402,34a63e76-3217-4525-b279-101c93f3503d,Skins,2.76,2025-01-22 17:55:41
d28faf65-2f06-4e12-a46d-2e33380a402d,6fcddf50-a86d-4251-bc98-756fe288109d,Gold Pack,62.42,2025-10-17 17:11:03
d77a80b8-9ae6-4efe-8f2d-e908f9da4f55,4c9e903a-c4bd-438e-97d7-1fc0092cd030,Skins,23.17,2025-01-30 23:38:32
7a37f3d6-77eb-4d89-b142-de87d109ffe5,0c8e29e3-f93e-48d5-bea2-9dfec73f6e1b,Boost,31.59,2025-05-02 15:08:21
d3c6e5a0-67b4-4019-a452-f530a7175804,3764fbda-3108-4448-af65-fafab0ae8f08,Gold Pack,38.59,2025-05-28 18:14:16
5f1930e0-cda7-4451-8dfe-f6332a31edfd,c90394ea-7d54-4c82-a88f-3435c3b534db,Boost,17.37,2025-09-09 03:11:19
1bc02912-4519-42c4-b1d9-dd326c99ce56,5a853cd8-cbb8-4be0-a355-e636ea8b31f5,Gold Pack,30.22,2025-02-10 13:04:44
c75f41dc-9a6a-4bb1-9cda-038513eb4358,2e709838-0190-4620-99dc-abd056febfb9,Boost,45.68,2025-05-11 06:49:21
29aaaa7e-483e-46a1-bd51-d528072e35dd,4572b385-9e32-4085-b24f-92b9ca0841de,Boost,43.5,2025-07-30 07:46:43
98dc4031-363f-4ae9-90b8-c1c51b4142aa,62c965b2-7eb0-462a-bd45-74ebf4655a21,Skins,34.59,2025-01-05 06:18:47
300ffa68-4f22-4efa-a8e1-3f98c1ab6398,0cb4afe1-26f3-41c8-84f7-18c85215b503,Loot Box,36.21,2025-08-03 06:08:10
084930a1-ede0-4d33-a36d-756733a44f40,1933918c-fa74-4761-af18-c1081723199d,Skins,17.16,2025-04-04 08:05:09
91f390f4-fa06-4889-95c5-239244e831e1,1dba1267-7e1c-45a1-bef5-18a64dead645,Loot Box,2.87,2025-08-08 08:17:16
ca4c3b4d-fc8a-4e6a-9051-385e0b7ce5c6,74eda60e-3b2d-420b-a4f3-418541822509,Skins,72.26,2025-07-07 21:24:28
17dcabf5-5088-4581-8c4c-eedf0bb1b984,ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,Skins,21.7,2025-04-30 20:24:20
c06e1029-5b4d-4bbf-bb04-c6b1022ba960,d066ad21-af7d-4f21-9bd6-b03d9927839b,Gold Pack,58.79,2025-04-20 16:10:44
31e3e608-800e-4952-a5ec-4424f56febb1,90ce82e8-e9a5-4368-9812-9eb27c13f47a,Skins,13.07,2025-05-03 03:05:44
5b182716-b9c6-426b-a401-118dc078bc3e,5ee68495-3400-49c3-aa11-905b51facefa,Gold Pack,37.77,2025-02-20 07:11:05
54d144d5-18ed-4297-acb8-3fceb3e1511b,f05db76e-1a84-451a-a9d3-d7c7ee87905e,Boost,76.58,2025-06-08 04:11:09
19db533e-80ea-43af-bdcf-c159e581c1bc,d2c65ee4-68d0-42a8-84e7-f7dd6929de73,Gold Pack,59.2,2025-07-15 00:37:47
06103d84-2672-420c-866a-5821ceb7f2d6,ccca1e14-c3b8-480f-8440-8e983d53ec43,Gold Pack,65.87,2025-08-17 00:52:20
961b9221-7a19-4807-a1d2-1319cbcb3293,659e0258-814f-4657-b6d7-0561d2d14ef5,Gold Pack,5.73,2025-01-15 12:40:13
aeb00fb9-26cb-4e99-a945-e93a4a454398,269ed4c9-8059-4b93-b9c2-d2e49ae1a991,Gold Pack,41.84,2025-06-29 20:27:46
17e1e8f6-a03e-4003-a29c-b897142925a0,339b77a8-4b1f-4d7b-8977-c513752a7d25,Loot Box,13.11,2025-10-07 00:33:28
ceb6bfdc-3734-478d-a268-2c9f3b482d28,6c1cc405-dc3f-42e0-bcf7-b8421edf3bfa,Boost,47.49,2025-09-22 15:39:54
b7f330ad-c4d1-4310-a40f-92a4a77af8cb,1fa382e8-895c-4d99-83b3-8eb403902c5d,Skins,21.14,2025-03-04 13:04:01
842c49fa-806a-49ad-b6b2-e778fe508d4d,fb16e5db-a6ea-479e-921c-82f8cada4f80,Gold Pack,30.51,2025-10-11 00:10:07
ee235eb0-85f6-4467-a6c1-d1369bd65068,7aa4f052-bf51-4362-81a6-4feda7edc8d8,Gold Pack,65.92,2025-10-26 12:12:31
21962a11-c90c-41d3-b28e-10025766fe0c,7317591a-3283-4aa4-a212-ab7c9d361cb6,Boost,62.03,2025-05-12 15:54:07
db1fb4d4-9f9b-47bd-9c3d-b15c4a74982e,e1446b45-af39-4a9d-9cd1-c4130760801f,Skins,42.04,2025-06-17 08:17:33
c6305536-b677-4a11-a403-999b0a3e4918,f1d188b9-13f3-4289-8dcc-b05dd59ef0fd,Gold Pack,51.14,2025-09-23 04:50:31
ff3c03a6-3575-44ee-bd36-5abf633bffff,b5d9ad36-5287-464d-a30a-6658b1be6df2,Gold Pack,28.71,2025-08-26 01:13:16
2703c75d-f540-438e-9333-16799b5c4b58,0c5921f8-050d-4bfe-960b-f603a750350e,Gold Pack,49.78,2025-08-09 03:53:56
18ef9a28-7f5d-47f8-be91-4b95a0b6d265,13badc91-a0a5-4de6-939f-71a2f99cea5c,Skins,77.24,2025-11-09 12:35:38
ded64d2a-c42d-4f03-a482-e8d103d33907,706078eb-7e8e-4d12-a3ea-21a22cde9187,Skins,36.08,2025-05-01 05:08:36
cc214b4e-f80c-4b1a-9e16-afca8c111ba4,df9b7c1f-eacb-4f6d-b549-c9f9850a48d4,Loot Box,29.94,2025-10-31 11:36:00
1817dac5-7fb8-46c6-9650-9f14e5278ea2,f97f4994-1f38-4f55-833a-c4d6d4085391,Gold Pack,54.72,2025-06-26 15:06:59
4bacfa4a-ef1e-4acf-ab72-9d66504fde7c,88bd13d1-b540-430e-839f-3a254d6168bd,Skins,68.44,2025-03-04 17:01:57
5d0314d8-9396-4405-87b5-c4cd11730df2,a72bdddd-511e-4eb8-9040-5c433a6c7da6,Loot Box,33.4,2025-05-18 05:37:58
b5ed7ce8-2ddf-4675-9235-d52e16d7ba54,ab6ef8dd-5a66-4316-a641-4954c798a445,Gold Pack,2.25,2025-10-27 19:00:25
7927a136-fc73-4358-8208-9fc875f321cb,6133a34d-8b0e-4eb1-ad37-1d9e92cf6021,Gold Pack,89.87,2025-04-10 10:20:17
a6798ab0-7129-42f6-a06c-a678c35d8f64,f9a62522-ca83-4709-ba14-675762538cdf,Loot Box,15.62,2025-02-24 13:03:47
919883f9-f8c0-4007-9fbc-4004f098aa1f,74577d47-d825-4010-b911-2943d10bf4dc,Gold Pack,77.39,2025-07-09 14:54:13
496042b0-dbe7-4333-9d0c-82050a22be56,170fa87b-f30e-44fe-a62e-55597e7d9a19,Gold Pack,71.91,2025-06-05 17:01:27
eac9b1cc-9ea3-43ea-9b64-6a3368b666d6,77fc9703-1fd5-4423-b06c-5c5649e2623d,Gold Pack,89.67,2025-09-22 07:30:35
8331d711-5de2-4a7d-b0da-152821051c60,d867888b-7ff6-4824-952a-eaec2bdfcb41,Skins,45.76,2025-08-31 13:59:28
155fa2f4-5fa9-421a-904b-10c8f3b937f2,adab2c2f-91a6-46da-8d61-39887b90942f,Boost,26.88,2025-09-22 22:34:23
4348a887-7339-4f5d-8185-716a69c718ee,1d39e9c2-1758-4f23-9fa0-9802bbb71494,Gold Pack,10.78,2025-09-23 01:52:45
